code,name,date,bias1,bias2,bias3,boll,boll_upper,boll_lower,cci,kdj_k,kdj_d,kdj_j,macd_dif,macd_dea,macd_hist,open,high,low,close,settle_price,pct_change,turnover_million,volume,open_interest,rsi1,rsi2,rsi3,ma5,ma10,ma20,wr,mtm,mtmma,obv,po_net_holding_10k,vr,sd,vs_basis,turnover_rate_hs300
IF.CFE,沪深300期货,2016-02-01,0.33,-2.82,-5.66,2097.1,2430.0,1764.2,-93.86,19.83,19.06,21.36,-91.6116,-83.7808,-15.6616,2910.0,2925.0,2843.0,2883.8,2866.8,-0.0119,14925.56,17230.0,26398,35.44,34.28,38.2,19000.0,19000.0,18000.0,78.22,-104.63,-211.46,-8789.0,-938.0,87.11,93.75,-17.25,0.0036
IF.CFE,沪深300期货,2016-02-02,2.24,-0.01,-2.95,2078.0,2383.4,1772.6,-46.97,27.4,21.84,38.51,-86.3747,-84.2996,-4.1503,2890.2,2963.0,2881.4,2948.8,2939.0,0.0286,15978.54,18148.0,26011,47.48,40.14,40.97,19000.0,19000.0,18000.0,57.84,-122.49,-205.01,-8789.0,-1461.0,88.96,86.08,-12.53,0.0036
IF.CFE,沪深300期货,2016-02-03,1.41,0.13,-2.58,2062.7,2352.3,1773.0,-46.45,33.97,25.88,50.16,-81.7834,-83.7963,4.0259,2924.4,2944.0,2881.2,2939.4,2926.4,0.0001,14850.94,17007.0,25505,45.99,39.58,40.69,18000.0,19000.0,18000.0,60.3,-89.02,-198.09,-8789.0,-1198.0,76.94,70.4,-9.24,0.0032
IF.CFE,沪深300期货,2016-02-04,1.63,1.58,-0.99,2047.1,2309.1,1785.1,-0.43,43.07,31.61,65.99,-75.1754,-82.0721,13.7935,2955.6,2998.0,2943.0,2978.8,2968.8,0.0179,15465.28,17349.0,24933,53.34,43.18,42.38,18000.0,18000.0,18000.0,38.74,-21.3,-181.17,-8789.0,-1981.0,89.58,67.33,-5.96,0.0038
IF.CFE,沪深300期货,2016-02-05,-0.01,0.52,-1.92,2030.5,2258.5,1802.4,-16.31,47.15,36.79,67.87,-71.3364,-79.925,17.1772,2969.6,2975.2,2934.0,2937.2,2948.6,-0.0106,11001.96,12402.0,21664,45.49,40.41,41.09,16000.0,18000.0,18000.0,53.66,-69.31,-169.66,-8789.0,-1322.0,89.63,59.87,-26.59,0.0032
IF.CFE,沪深300期货,2016-02-15,-0.58,0.66,-1.95,2014.6,2204.2,1824.9,-36.04,52.8,42.13,74.15,-67.906,-77.5212,19.2303,2885.0,2948.6,2880.2,2929.8,2933.6,-0.0064,12625.89,14438.0,20497,44.11,39.91,40.86,16000.0,18000.0,18000.0,47.86,-75.66,-152.4,-8789.0,-922.0,91.31,59.64,-16.91,0.003
IF.CFE,沪深300期货,2016-02-16,1.9,3.23,1.1,2006.7,2180.5,1832.8,63.54,66.26,50.17,98.44,-59.865,-73.99,28.2499,2946.0,3031.6,2944.8,3016.6,3021.0,0.0283,13726.27,15217.0,17236,60.88,48.09,44.67,15000.0,17000.0,18000.0,6.71,77.78,-134.02,-8789.0,-1323.0,90.44,57.01,-20.44,0.0046
IF.CFE,沪深300期货,2016-02-17,2.05,3.48,1.99,1999.8,2156.8,1842.8,112.35,76.23,58.86,110.98,-51.5399,-69.4999,35.9202,2960.0,2996.2,2955.0,2987.8,2981.4,-0.011,8513.96,9533.0,24300,64.61,50.25,45.74,14000.0,16000.0,17000.0,3.58,115.38,-110.81,-8789.0,-916.0,96.92,56.42,-75.52,0.0053
IF.CFE,沪深300期货,2016-02-18,1.46,2.51,1.92,1991.4,2118.5,1864.3,127.08,77.51,65.08,102.37,-44.7523,-64.5504,39.5963,3010.0,3029.0,2973.6,2981.8,2988.6,0.0001,12907.39,14347.0,29275,62.88,49.71,45.52,13000.0,16000.0,17000.0,18.7,144.94,-87.75,-8789.0,-954.0,82.34,53.38,-71.9,0.0051
IF.CFE,沪深300期货,2016-02-19,0.77,2.02,1.87,1988.4,2109.9,1867.0,119.61,76.98,69.04,92.85,-38.9781,-59.4359,40.9157,2976.6,3010.6,2966.8,2980.8,2983.0,-0.0026,14838.29,16554.0,33822,62.55,49.61,45.48,14000.0,15000.0,17000.0,20.36,86.73,-66.01,-8789.0,-1089.0,83.77,53.54,-70.78,0.0036
IF.CFE,沪深300期货,2016-02-22,1.7,3.38,3.87,1985.4,2096.1,1874.7,141.43,81.28,73.12,97.59,-30.7224,-53.6932,45.9417,3013.0,3066.0,3003.0,3042.0,3041.6,0.0198,16590.38,18228.0,35752,73.07,55.44,48.25,15000.0,15000.0,17000.0,10.12,141.17,-49.52,-8789.0,-1178.0,83.59,55.62,-76.87,0.0058
IF.CFE,沪深300期货,2016-02-23,0.65,2.27,3.3,1985.8,2097.2,1874.5,103.85,81.39,75.88,92.42,-24.957,-47.946,45.978,3037.2,3047.0,2988.0,3022.4,3006.4,-0.0063,16381.9,18091.0,35773,65.95,53.29,47.44,15000.0,15000.0,17000.0,18.38,84.98,-39.4,-8789.0,-1002.0,83.74,52.6,-66.96,0.0046
IF.CFE,沪深300期货,2016-02-24,0.88,2.33,3.86,1985.6,2096.3,1874.9,91.59,83.91,78.56,94.62,-19.2209,-42.201,45.9602,3017.0,3045.8,2977.0,3039.8,3018.0,0.0111,18415.22,20368.0,36531,69.15,54.98,48.24,18000.0,16000.0,17000.0,11.05,102.91,-24.59,-8789.0,-750.0,85.52,53.55,-69.75,0.0046
IF.CFE,沪深300期货,2016-02-25,-4.67,-3.9,-2.55,1981.4,2094.0,1868.8,-40.33,59.36,72.16,33.76,-24.8646,-38.7337,27.7382,3039.8,3043.6,2822.0,2847.0,2875.6,-0.0567,21178.13,23938.0,37659,30.72,38.22,41.03,19000.0,16000.0,17000.0,89.75,-52.98,-22.56,-8789.0,-410.0,82.61,54.62,-71.75,0.006500000000000001
IF.CFE,沪深300期货,2016-02-26,-2.91,-2.77,-1.23,1976.8,2085.9,1867.7,-77.79,47.49,63.94,14.61,-27.2303,-36.433,18.4054,2879.0,2905.2,2851.0,2880.0,2889.8,0.0015,17934.15,20746.0,37572,37.82,41.55,42.56,20000.0,17000.0,17000.0,76.23,-3.24,-17.01,-8789.0,-622.0,83.4,53.9,-68.03,0.0044
IF.CFE,沪深300期货,2016-02-29,-4.34,-5.56,-4.03,1972.0,2087.2,1856.8,-145.21,35.48,54.45,-2.47,-33.6618,-35.8788,4.4339,2868.2,2879.0,2753.2,2789.0,2782.4,-0.0349,19067.39,22702.0,38393,28.24,35.76,39.6,21000.0,18000.0,18000.0,88.55,-59.63,-19.41,-8789.0,-802.0,68.55,55.79,-88.47,0.0053
IF.CFE,沪深300期货,2016-03-01,-0.69,-2.69,-1.47,1968.8,2084.0,1853.6,-91.83,35.48,48.13,10.19,-34.2775,-35.5585,2.562,2800.0,2898.6,2793.4,2864.2,2872.0,0.0294,19887.31,23348.0,37993,42.64,42.93,43.02,22000.0,19000.0,18000.0,64.51,-66.4,-15.9,-8789.0,-662.0,83.74,55.42,-66.49,0.0048
IF.CFE,沪深300期货,2016-03-02,4.56,2.15,3.17,1967.0,2076.8,1857.3,31.48,50.91,49.06,54.63,-26.5908,-33.765,14.3483,2883.6,3017.8,2880.0,3009.0,3002.2,0.0477,21641.45,24454.0,38725,60.82,53.77,48.84,23000.0,20000.0,18000.0,18.22,14.28,-8.73,-8789.0,-773.0,102.87,55.51,-42.33,0.0072
IF.CFE,沪深300期货,2016-03-03,3.38,2.05,2.73,1966.7,2075.9,1857.6,70.48,61.16,53.09,77.3,-20.287,-31.0694,21.5648,3010.0,3034.8,2998.2,3008.6,3009.0,0.0021,18512.6,20460.0,37040,60.75,53.74,48.83,22000.0,21000.0,18000.0,18.35,18.05,1.98,-8789.0,-658.0,85.88,51.75,-49.82,0.0070999999999999995
IF.CFE,沪深300期货,2016-03-04,3.66,3.28,3.87,1969.2,2083.4,1855.0,83.83,72.35,59.51,98.04,-12.764,-27.4083,29.2887,3006.6,3069.0,2982.0,3052.4,3048.0,0.0144,21216.58,23353.0,36766,65.51,56.7,50.49,23000.0,22000.0,18000.0,5.26,48.22,8.49,-8789.0,-137.0,89.41,53.45,-41.49,0.009000000000000001
IF.CFE,沪深300期货,2016-03-07,2.67,4.2,4.5,1971.7,2092.4,1851.0,125.57,77.05,65.36,100.44,-5.0377,-22.9342,35.793,3090.2,3135.6,3048.0,3083.8,3068.2,0.0117,19797.01,21358.0,36127,68.76,58.76,51.67,23000.0,22000.0,19000.0,13.55,28.15,15.13,-8789.0,-503.0,107.04,54.91,-21.04,0.0054
IF.CFE,沪深300期货,2016-03-08,0.97,3.73,3.9,1973.9,2099.8,1848.0,67.47,79.45,70.06,98.25,0.6219,-18.223,37.6897,3072.2,3080.0,2970.2,3075.4,3058.8,0.0023,20670.73,22774.0,35263,66.74,57.96,51.33,22000.0,22000.0,19000.0,15.74,35.69,23.04,-8789.0,-241.0,106.66,57.22,-32.27,0.005600000000000001
IF.CFE,沪深300期货,2016-03-09,-1.01,1.82,1.69,1978.3,2103.9,1852.7,40.09,75.93,72.01,83.76,1.8903,-14.2003,32.1811,3029.2,3042.2,2992.0,3016.6,3020.4,-0.0138,17680.57,19523.0,33841,53.52,52.46,48.97,21000.0,22000.0,19000.0,31.12,-15.62,26.71,-8789.0,-90.0,105.88,56.59,-55.31,0.0046
IF.CFE,沪深300期货,2016-03-10,-1.95,0.23,0.46,1982.6,2104.2,1861.0,29.5,70.65,71.56,68.83,1.0575,-11.1487,24.4125,3020.6,3060.0,2982.0,2983.0,3007.0,-0.0124,17534.94,19317.0,32584,47.12,49.54,47.67,21000.0,22000.0,19000.0,39.91,91.58,32.35,-8789.0,229.0,88.83,56.26,-30.15,0.0031
IF.CFE,沪深300期货,2016-03-11,-1.4,-0.01,0.41,1988.3,2100.1,1876.5,12.24,65.92,69.68,58.4,0.5864,-8.8017,18.7763,2980.2,3012.0,2961.0,2986.6,2985.2,-0.0068,17693.3,19754.0,30618,47.92,49.86,47.82,21000.0,22000.0,19000.0,38.96,71.78,39.4,-8789.0,248.0,104.65,54.67,-31.68,0.003
IF.CFE,沪深300期货,2016-03-14,0.7,0.99,1.99,1993.2,2103.9,1882.6,78.39,65.07,68.14,58.93,3.1867,-6.404,19.1814,3020.0,3108.8,3019.8,3042.0,3058.4,0.019,20043.22,21773.0,27858,59.3,54.78,50.2,21000.0,22000.0,20000.0,27.35,170.37,51.71,-8789.0,-86.0,106.29,53.3,-23.69,0.0048
IF.CFE,沪深300期货,2016-03-15,1.05,0.53,2.0,1998.8,2105.9,1891.7,59.15,59.72,65.34,48.5,5.4347,-4.0363,18.9419,3043.0,3060.6,3011.2,3046.6,3044.8,-0.0039,17312.61,18995.0,23164,60.17,55.18,50.39,20000.0,21000.0,20000.0,34.82,122.83,53.96,-8789.0,799.0,124.41,54.04,-28.18,0.004
IF.CFE,沪深300期货,2016-03-16,1.26,0.87,2.39,2003.1,2111.1,1895.1,78.75,59.1,63.26,50.78,7.9612,-1.6368,19.1961,3070.0,3096.8,3043.0,3062.0,3068.8,0.0056,16131.79,17534.0,17790,63.31,56.58,51.07,19000.0,20000.0,20000.0,42.15,35.69,49.97,-8789.0,1085.0,124.5,55.21,-28.03,0.0051
IF.CFE,沪深300期货,2016-03-17,2.33,2.49,4.18,2009.2,2121.2,1897.2,125.03,66.45,64.32,70.71,13.1269,1.3159,23.6219,3099.0,3160.6,3071.0,3123.0,3128.8,0.0177,13295.2,14253.0,9399,73.31,61.73,53.66,18000.0,20000.0,20000.0,18.84,77.04,46.58,-8789.0,334.0,139.95,58.65,-1.2,0.005
IF.CFE,沪深300期货,2016-03-18,2.92,3.96,5.77,2015.8,2138.1,1893.5,190.68,72.52,67.06,83.45,20.1524,5.0832,30.1383,3094.2,3164.2,3080.2,3125.0,3131.0,-0.0012,20125.42,21475.0,31003,79.66,65.94,55.99,19000.0,20000.0,21000.0,15.34,86.75,46.58,-8789.0,-621.0,163.41,64.73,-46.96,0.008100000000000001
IF.CFE,沪深300期货,2016-03-21,4.2,6.16,8.25,2025.7,2164.1,1887.3,232.54,78.23,70.78,93.13,30.0862,10.0838,40.0048,3161.0,3245.0,3161.0,3210.2,3208.6,0.0253,19880.53,20669.0,33803,85.73,71.11,59.17,19000.0,20000.0,21000.0,10.35,124.01,45.72,-8789.0,-637.0,166.48,75.61,-39.24,0.0096
IF.CFE,沪深300期货,2016-03-22,2.36,5.04,7.31,2035.4,2183.2,1887.6,166.42,80.49,74.02,93.44,36.6732,15.4017,42.543,3195.0,3220.0,3187.0,3194.6,3201.8,-0.0044,15945.58,16594.0,34343,80.46,69.02,58.36,18000.0,19000.0,21000.0,14.98,118.98,47.42,-8789.0,-178.0,147.35,83.36,-31.19,0.0066
IF.CFE,沪深300期货,2016-03-23,1.18,4.29,6.98,2043.0,2201.7,1884.2,125.62,82.14,76.73,92.97,41.4926,20.6199,41.7454,3205.0,3226.8,3166.0,3196.0,3190.2,-0.0018,16585.74,17323.0,34932,80.59,69.1,58.42,18000.0,19000.0,21000.0,14.57,159.53,50.25,-8789.0,-350.0,168.73,89.89,-40.09,0.0051
IF.CFE,沪深300期货,2016-03-24,-0.92,1.9,4.66,2048.5,2212.7,1884.3,75.14,76.46,76.64,76.1,41.9957,24.8951,34.2013,3170.0,3186.0,3130.2,3144.8,3154.6,-0.0142,18093.63,19095.0,34318,62.52,62.0,55.71,19000.0,19000.0,20000.0,29.79,147.06,60.26,-8789.0,-19.0,166.38,87.42,-37.05,0.0055000000000000005
IF.CFE,沪深300期货,2016-03-25,-0.59,1.73,4.68,2054.6,2224.5,1884.8,68.96,74.76,76.01,72.25,42.8957,28.4952,28.801,3150.0,3178.0,3143.4,3162.8,3157.2,0.0026,14333.04,15121.0,34305,65.76,63.44,56.45,18000.0,18000.0,20000.0,28.64,156.98,68.27,-8789.0,-218.0,164.68,85.78,-35.02,0.004
IF.CFE,沪深300期货,2016-03-28,-1.13,0.21,2.92,2060.0,2232.3,1887.7,55.49,68.16,73.39,57.69,41.3073,31.0576,20.4994,3175.2,3216.8,3120.0,3129.8,3140.8,-0.0087,17394.15,18261.0,34930,55.26,58.97,54.7,17000.0,18000.0,20000.0,40.14,97.05,76.1,-8789.0,-22.0,164.52,74.13,-39.93,0.0042
IF.CFE,沪深300期货,2016-03-29,-1.38,-0.97,1.59,2063.0,2237.3,1888.8,17.3,58.18,68.32,37.91,38.1812,32.4823,11.3978,3136.2,3149.6,3082.0,3104.0,3102.4,-0.0117,17383.15,18588.0,34524,48.06,55.63,53.35,18000.0,18000.0,20000.0,55.12,76.26,83.23,-8789.0,197.0,139.21,64.88,-31.41,0.004
IF.CFE,沪深300期货,2016-03-30,1.39,1.19,4.0,2068.8,2249.3,1888.4,59.21,61.0,65.88,51.23,39.9998,33.9858,12.028,3142.8,3197.6,3131.0,3190.0,3185.2,0.0282,18959.41,19986.0,34696,65.85,63.21,57.03,18000.0,18000.0,19000.0,24.09,124.85,88.76,-8789.0,-662.0,169.27,65.89,-26.28,0.0048
IF.CFE,沪深300期货,2016-03-31,1.12,0.83,3.64,2074.2,2260.3,1888.2,70.14,62.96,64.91,59.05,41.0235,35.3934,11.2603,3203.4,3208.6,3172.8,3191.0,3192.4,0.0018,17392.66,18153.0,34448,66.02,63.29,57.08,18000.0,19000.0,19000.0,32.77,84.46,92.08,-8789.0,178.0,167.81,65.9,-27.09,0.005
IF.CFE,沪深300期货,2016-04-01,1.34,1.06,3.79,2085.1,2265.7,1904.4,52.4,70.65,66.82,78.32,42.2111,36.7569,10.9084,3185.2,3210.0,3123.6,3206.6,3189.4,0.0044,18940.84,19905.0,34992,68.8,64.6,57.74,19000.0,18000.0,19000.0,23.56,55.94,92.47,-8789.0,388.0,205.32,67.31,-15.29,0.0048
IF.CFE,沪深300期货,2016-04-05,1.59,1.91,4.4,2095.8,2273.6,1918.0,121.58,72.22,68.62,79.43,44.2792,38.2614,12.0357,3190.2,3286.6,3180.8,3236.2,3243.6,0.0147,19127.36,19764.0,35953,73.7,67.02,58.98,19000.0,18000.0,19000.0,24.63,17.82,91.95,-8789.0,-376.0,203.0,70.15,-28.29,0.006
IF.CFE,沪深300期货,2016-04-06,0.83,1.87,4.14,2109.0,2269.6,1948.4,119.81,73.79,70.35,80.69,45.5699,39.7231,11.6937,3227.8,3244.4,3222.2,3239.4,3235.4,-0.0013,14092.41,14521.0,35149,74.22,67.29,59.12,18000.0,18000.0,19000.0,23.07,30.71,91.7,-8789.0,359.0,196.58,72.04,-18.13,0.0049
IF.CFE,沪深300期货,2016-04-07,-0.39,0.69,2.57,2119.2,2265.4,1973.1,84.74,68.88,69.86,66.92,44.0604,40.5906,6.9397,3257.2,3262.4,3195.0,3202.8,3208.8,-0.0101,17797.47,18429.0,34835,58.26,61.17,56.87,18000.0,18000.0,18000.0,40.96,4.66,92.72,-8789.0,650.0,199.2,69.22,-6.49,0.0046
IF.CFE,沪深300期货,2016-04-08,-1.03,-0.13,1.43,2125.1,2268.0,1982.2,-30.74,61.88,67.2,51.25,41.1287,40.6982,0.8611,3192.0,3192.6,3145.6,3180.0,3164.0,-0.009,17414.83,18299.0,32868,50.19,57.61,55.49,18000.0,18000.0,18000.0,52.1,24.13,89.35,-8789.0,579.0,164.2,62.29,-5.73,0.0040999999999999995
IF.CFE,沪深300期货,2016-04-11,-0.02,0.77,2.05,2132.0,2272.0,1991.9,90.38,62.73,65.71,56.77,40.2115,40.6009,-0.7787,3207.0,3255.0,3205.0,3213.8,3222.2,0.0157,19332.66,19938.0,29580,60.04,61.26,57.1,18000.0,19000.0,18000.0,35.58,34.96,87.5,-8789.0,180.0,163.37,54.15,-16.3,0.0051
IF.CFE,沪深300期货,2016-04-12,0.16,0.55,1.74,2137.7,2276.9,1998.4,51.17,60.59,64.0,53.77,39.1222,40.3051,-2.3659,3210.0,3222.0,3190.0,3215.4,3201.6,-0.0021,17145.18,17834.0,24317,60.48,61.43,57.17,18000.0,19000.0,18000.0,34.8,58.68,81.92,-8789.0,1201.0,200.53,48.34,-3.05,0.0038
IF.CFE,沪深300期货,2016-04-13,1.21,1.21,2.46,2143.5,2284.9,2002.2,146.65,63.71,63.91,63.32,39.8024,40.2046,-0.8043,3245.0,3306.6,3242.4,3251.6,3272.2,0.0156,19217.04,19544.0,17754,69.63,65.22,58.9,19000.0,19000.0,18000.0,30.05,101.18,80.84,-8789.0,750.0,246.18,41.98,-9.78,0.008
IF.CFE,沪深300期货,2016-04-14,1.34,1.51,2.59,2150.1,2293.2,2006.9,124.03,68.99,65.6,75.78,40.8443,40.3325,1.0235,3271.0,3284.6,3252.0,3269.2,3267.2,-0.0009,12311.0,12552.0,8994,73.25,66.95,59.72,18000.0,18000.0,18000.0,20.44,54.29,81.77,-8789.0,257.0,301.19,35.02,-6.63,0.0046
IF.CFE,沪深300期货,2016-04-15,0.9,1.39,2.41,2158.3,2297.5,2019.1,109.15,72.55,67.92,81.81,41.4494,40.5559,1.7871,3234.4,3243.4,3220.2,3237.6,3228.8,-0.0091,14558.42,15020.0,29583,74.22,67.41,59.94,17000.0,18000.0,18000.0,17.9,56.8,80.76,-8789.0,610.0,296.85,31.84,-34.61,0.0040999999999999995
IF.CFE,沪深300期货,2016-04-18,-0.62,-0.11,0.79,2166.1,2292.6,2039.6,32.56,65.29,67.04,61.78,38.9075,40.2262,-2.6374,3219.8,3220.8,3171.4,3191.6,3192.6,-0.0115,15033.07,15722.0,31001,51.67,58.43,56.69,16000.0,17000.0,18000.0,49.23,14.22,77.13,-8789.0,762.0,242.09,29.93,-36.85,0.004
IF.CFE,沪深300期货,2016-04-19,-0.67,-0.06,0.8,2173.9,2284.7,2063.1,31.27,60.66,64.91,52.15,36.5279,39.4866,-5.9173,3226.6,3229.0,3175.2,3192.6,3191.2,0.0,14633.1,15275.0,31416,52.05,58.56,56.75,16000.0,17000.0,17000.0,48.6,-5.38,70.66,-8789.0,701.0,239.12,30.18,-45.7,0.0033
IF.CFE,沪深300期货,2016-04-20,-2.48,-2.22,-1.59,2178.1,2276.7,2079.5,-128.73,47.62,59.15,24.56,29.9451,37.5783,-15.2663,3206.0,3217.0,3072.2,3114.8,3110.2,-0.0239,20849.99,22139.0,32793,30.01,46.2,51.6,16000.0,17000.0,18000.0,78.46,-61.51,61.63,-8789.0,853.0,191.22,31.25,-66.23,0.0066
IF.CFE,沪深300期货,2016-04-21,-1.74,-2.05,-1.51,2182.3,2266.8,2097.8,-127.22,38.96,52.42,12.04,24.4575,34.9541,-20.9933,3110.0,3169.4,3103.6,3115.0,3137.4,0.0015,17757.26,18879.0,32816,30.1,46.24,51.61,17000.0,18000.0,18000.0,78.36,-36.28,51.84,-8789.0,1192.0,194.36,32.21,-45.6,0.0043
IF.CFE,沪深300期货,2016-04-22,-0.31,-1.22,-0.74,2186.7,2255.6,2117.8,-119.59,37.6,47.48,17.84,21.3281,32.2289,-21.8016,3102.0,3147.0,3098.4,3141.2,3138.0,0.0012,14419.44,15358.0,32165,41.99,50.43,53.17,17000.0,17000.0,18000.0,65.11,-2.49,44.37,-8789.0,1273.0,190.2,31.26,-33.7,0.0032
IF.CFE,沪深300期货,2016-04-25,-0.34,-1.49,-1.16,2189.2,2249.7,2128.7,-118.79,34.4,43.12,16.97,17.8812,29.3594,-22.9563,3125.0,3134.4,3083.0,3127.6,3123.6,-0.0033,14396.7,15420.0,31796,37.97,48.29,52.26,17000.0,17000.0,18000.0,71.99,-35.08,34.76,-8789.0,1398.0,159.44,31.27,-34.43,0.0028000000000000004
IF.CFE,沪深300期货,2016-04-26,0.47,-0.89,-0.75,2190.6,2248.2,2133.0,-68.49,36.34,40.86,27.31,15.8285,26.6532,-21.6494,3130.2,3157.4,3105.2,3143.0,3131.0,0.0062,14862.58,15821.0,31839,45.12,50.86,53.21,18000.0,17000.0,18000.0,64.2,-25.51,28.64,-8789.0,1199.0,188.41,29.41,-36.16,0.0024
IF.CFE,沪深300期货,2016-04-27,-0.15,-1.15,-1.38,2189.3,2247.4,2131.2,-63.97,34.66,38.8,26.4,13.0887,23.9403,-21.7032,3148.2,3153.0,3117.0,3125.8,3126.4,-0.0017,13309.25,14153.0,31568,39.08,47.96,52.01,16000.0,16000.0,17000.0,69.55,-62.25,21.71,-8789.0,1435.0,160.94,25.77,-40.12,0.0024
IF.CFE,沪深300期货,2016-04-28,-0.34,-0.95,-1.48,2188.3,2247.3,2129.3,-80.19,33.53,37.04,26.5,10.5387,21.26,-21.4426,3140.0,3141.0,3097.0,3121.2,3119.8,-0.0017,14299.4,15287.0,32629,37.47,47.18,51.68,15000.0,16000.0,17000.0,71.38,-77.5,11.59,-8789.0,848.0,164.86,26.77,-39.38,0.0029
IF.CFE,沪深300期货,2016-04-29,-0.04,-0.38,-1.22,2187.4,2246.9,2127.9,-58.17,34.21,36.1,30.44,8.7967,18.7673,-19.9413,3111.0,3145.4,3110.4,3128.0,3131.2,0.0026,12486.89,13294.0,31456,41.73,48.53,52.14,15000.0,16000.0,17000.0,64.41,-75.97,3.57,-8789.0,825.0,163.69,27.43,-28.75,0.0024
IF.CFE,沪深300期货,2016-05-03,1.79,1.88,1.01,2189.8,2249.1,2130.6,14.18,52.23,41.47,73.74,11.313,17.2765,-11.9269,3131.0,3204.6,3110.8,3200.0,3186.0,0.022,16285.86,17112.0,32682,68.75,60.32,56.72,15000.0,16000.0,17000.0,18.49,5.82,1.07,-8789.0,204.0,197.74,27.91,-13.54,0.004
IF.CFE,沪深300期货,2016-05-04,1.13,1.52,0.66,2191.4,2250.5,2132.4,44.69,63.66,48.87,93.23,12.5031,16.3218,-7.6374,3187.0,3198.0,3167.2,3188.2,3187.4,0.0007,12479.66,13064.0,31414,63.0,57.94,55.81,15000.0,16000.0,16000.0,19.89,-3.05,0.02,-8789.0,339.0,205.98,27.61,-21.26,0.0037
IF.CFE,沪深300期货,2016-05-05,0.84,1.41,0.81,2194.0,2250.6,2137.5,57.59,72.48,56.74,103.97,13.5363,15.7647,-4.4568,3182.8,3192.8,3169.0,3192.6,3186.2,0.0016,11511.26,12058.0,31133,64.34,58.61,56.08,14000.0,15000.0,16000.0,9.87,53.93,1.18,-8789.0,138.0,200.0,27.3,-21.32,0.003
IF.CFE,沪深300期货,2016-05-06,-2.25,-1.82,-2.36,2194.5,2248.8,2140.2,-60.74,49.8,54.43,40.55,8.4296,14.2977,-11.7362,3194.4,3194.4,3088.4,3088.4,3118.0,-0.0307,15995.68,16948.0,31071,31.78,41.66,48.61,14000.0,15000.0,16000.0,95.56,-18.44,0.03,-8789.0,1079.0,165.18,29.89,-41.95,0.0044
IF.CFE,沪深300期货,2016-05-09,-3.7,-3.56,-4.27,2191.0,2257.9,2124.1,-234.43,33.2,47.35,4.9,0.6607,11.5703,-21.8191,3054.0,3085.0,3022.0,3022.0,3040.0,-0.0308,14733.4,16087.0,29286,22.91,34.69,44.65,15000.0,15000.0,16000.0,100.0,-82.63,-5.31,-8789.0,754.0,137.1,36.99,-43.62,0.004
IF.CFE,沪深300期货,2016-05-10,-2.26,-2.86,-3.63,2187.8,2262.9,2112.6,-210.38,24.54,39.75,-5.87,-4.7036,8.3155,-26.0381,3023.0,3063.8,3023.0,3035.2,3042.0,-0.0016,12570.73,13761.0,28135,27.72,36.98,45.57,14000.0,15000.0,16000.0,92.77,-64.05,-10.26,-8789.0,734.0,133.48,41.29,-33.91,0.0028000000000000004
IF.CFE,沪深300期货,2016-05-11,-0.84,-2.02,-2.89,2184.6,2264.7,2104.5,-129.5,21.91,33.8,-1.87,-7.9016,5.0721,-25.9474,3055.4,3081.8,3038.0,3052.4,3060.6,0.0034,13450.35,14667.0,27133,34.15,39.97,46.77,15000.0,15000.0,16000.0,83.35,-62.8,-16.33,-8789.0,602.0,133.56,43.6,-30.41,0.0033
IF.CFE,沪深300期货,2016-05-12,0.45,-1.38,-2.21,2181.1,2263.1,2099.0,-108.01,23.71,30.44,10.24,-9.532,2.1513,-23.3665,3038.0,3079.0,3014.8,3066.6,3067.0,0.002,14006.75,15299.0,26587,39.48,42.42,47.77,15000.0,15000.0,15000.0,72.71,-41.04,-23.45,-8789.0,795.0,160.69,43.47,-23.54,0.0032
IF.CFE,沪深300期货,2016-05-13,0.63,-1.16,-1.91,2177.4,2260.5,2094.4,-64.17,25.15,28.67,18.09,-10.6233,-0.4036,-20.4393,3056.0,3094.4,3051.8,3068.0,3062.4,0.0003,11838.04,12852.0,24758,40.05,42.68,47.87,15000.0,15000.0,15000.0,71.97,-36.88,-28.0,-8789.0,632.0,193.5,41.62,-6.94,0.0026
IF.CFE,沪深300期货,2016-05-16,0.7,-0.55,-1.2,2175.2,2259.4,2091.0,-59.81,29.06,28.8,29.59,-10.5609,-2.4351,-16.2517,3062.4,3087.8,3033.0,3082.4,3077.6,0.0065,12928.38,14047.0,22116,46.34,45.37,48.92,14000.0,15000.0,15000.0,64.38,-31.61,-32.42,-8789.0,1113.0,188.92,38.05,-12.91,0.0024
IF.CFE,沪深300期货,2016-05-17,0.37,-0.2,-1.06,2173.5,2259.0,2087.9,-35.12,31.74,29.78,35.65,-10.447,-4.0375,-12.8191,3082.4,3099.0,3061.0,3081.4,3086.2,0.0012,13044.02,14128.0,18111,45.94,45.21,48.85,14000.0,14000.0,15000.0,63.65,-82.21,-37.25,-8789.0,1249.0,157.78,36.6,-4.62,0.0027
IF.CFE,沪深300期货,2016-05-18,-0.33,-0.43,-1.48,2170.4,2257.3,2083.5,-63.0,29.9,29.82,30.07,-11.3155,-5.4931,-11.6449,3023.0,3034.0,2985.0,3019.0,3008.4,-0.0218,8946.56,9909.0,25476,38.21,42.04,47.44,13000.0,14000.0,15000.0,73.76,-87.53,-41.35,-8789.0,1463.0,134.76,35.1,-49.04,0.0034000000000000002
